,Fecha,Evento,Categoría,Lugar,Dirección,Aforo,Población,C. postal,Provincia,Audiencia,Precio,Horario
,14/12/2018,Black Light Gospel Choir,MUSIC,Centro Sociocultural Santa Petronila,"Calle María Martínez Oviol, 12",4986,Madrid,28021,Madrid,Todos los publicos,Gratuito,19:00
,14/12/2018,Escarcha,THEATRE,CCIC La Tortuga Lavapiés,"Calle de la Espada, 6",466,Madrid,28012,Madrid,Consultar con el organizador,3€,22:00 y 22:30
,14/12/2018,Souldrivers,MUSIC,Siroco,"Calle San Dimas, 3",6774,Madrid,28015,Madrid,Consultar con el organizador,8€,21:00
,14/12/2018,"Saga Tribute - Tributos a Deep Purple, Rainbow y Whitesnake",MUSIC,Blackbird Rock Bar,"Calle de las Huertas, 22",2873,Madrid,28014,Madrid,Consultar con el organizador,5€,22:00
,14/12/2018,"Tan Diferentes, Tan Iguales",CHILDREN_ACTIVITIES,Centro Cultural Federico Chueca,"Calle Benita Ávila, 17",3642,Madrid,28043,Madrid,Todos los publicos,Gratuito,18:30
,14/12/2018,Jodidos Amantes,THEATRE,Centro Sociocultural El Greco (Latina),"Calle el Greco, 29",9393,Madrid,28011,Madrid,Mayores de 13 años,Gratuito,19:00
,14/12/2018,Southgate Grabacion En Directo + Bandas Invitadas,MUSIC,We Rock,"Calle de José Abascal, 8",6436,Madrid,28003,Madrid,Todos los publicos,,20:00
,14/12/2018,Ciclo Música Coral Navideña: Música Española del Renacimiento para Adviento,MUSIC,Centro Cultural Nicolás Salmerón,"Calle Mantuano, 51",3801,Madrid,28002,Madrid,Todos los publicos,Gratuito,19:30
,14/12/2018,Juegos de mesa en la biblioteca,CHILDREN_ACTIVITIES,Biblioteca Pública Municipal José Hierro,"Calle María Sevilla Diago, 13",9296,Madrid,28022,Madrid,Mayores de 7 años,Gratuito,18:00
,14/12/2018,Anda Salero,MUSIC,Teatro La Latina,"Plaza de la Cebada, 2",5480,Madrid,28005,Madrid,Mayores de 16 años,Desde 8€,20:00
,14/12/2018,"Conversaciones en la Fundación, con Antonio San José. Valentín Fuster",CONGRESS_CONFERENCE,Fundación Juan March,"Calle de Castelló, 77",9110,Madrid,28006,Madrid,Todos los publicos,,19:30
,14/12/2018,Mandanga,MUSIC,Sala BarCo,"Calle del Barco, 34",9309,Madrid,28004,Madrid,Consultar con el organizador,Desde 8€,23:00
,14/12/2018,Albricias y Melocotones,THEATRE,Escuela de Teatro Plot Point,"Calle de Ercilla, 29",9214,Madrid,28005,Madrid,Consultar con el organizador,10€,22:30
,14/12/2018,"Presentación disco ""Estrella del Montón""",MUSIC,Rey Louie Bar Concierto,Avda de España 51 (C.C.El Zoco),8146,Majadahonda,28220,Madrid,Todos los publicos,,22:00 a 23:30
,14/12/2018,Inauguración Oficial Del Belén Municipal,OTHERS,Plaza Mayor (Soportales del Ayuntamiento),Plaza Mayor,3089,Majadahonda,28220,Madrid,Todos los publicos,,19:00
,14/12/2018,Cartero Real,CHILDREN_ACTIVITIES,Plaza del Pradillo,Plaza del Pradillo,605,Mostoles,28931,Madrid,Todos los publicos,Gratuito,Ver en la descripción
,14/12/2018,Viernes De Encuentro. De Amor y de Muerte,OTHERS,Biblioteca Municipal de Móstoles (Central),"Calle Canarias, 10",3357,Mostoles,28931,Madrid,Mayores de 18 años,Entrada Libre - Aforo limitado,19:00
,14/12/2018,"Prentación Del Libro Infantil ""Tello & Tella Y El Ejercito De Los Carakakas""",OTHERS,Biblioteca Central,"Calle Canarias, 10",4971,Mostoles,28931,Madrid,Todos los publicos,,17:30
,14/12/2018,Concierto De Navidad,MUSIC,Teatro Del Bosque,"Av. de Portugal, 57",4784,Mostoles,28931,Madrid,Todos los publicos,A consultar,20:00
,14/12/2018,"""Matilda"" de Roald Dahl",CHILDREN_ACTIVITIES,Biblioteca Municipal José Saramago,"Av. de Covibar, 10",8805,Rivas-Vaciamadrid,28523,Madrid,Mayores de 9 años,,18:30 - 20:00
,14/12/2018,"""Pronoia"" Coñumor. Festival De Humor Feminista",SHOW,Carpa Arribas Circo,Salida 19 de la A3,9875,Arganda Del Rey,28500,Madrid,Mayores de 14 años,,20:00
,14/12/2018,Aurora & The Betrayers,MUSIC,The Green Irish Pub,"Plaza Santos Niños, 3",5716,Alcalá de Henares,28801,Madrid,Consultar con el organizador,Desde 10 €,22:30
,14/12/2018,"""Género Fresco"". Coñumor. Festival De Humor Feminista",SHOW,Carpas Arribas Circo,Salida 19 de la A3,3161,Arganda Del Rey,28500,Madrid,Mayores de 16 años,,22:30
,14/12/2018,Miguel De Cervantes Más Allá Del Quijote,EXHIBITIONS,Museo Casa Natal de Cervantes,"Calle Mayor, 48",8903,Alcalá de Henares,28801,Madrid,Todos los publicos,Gratuito,10:00 - 18:00
,14/12/2018,Enfoque. Buscando a Carmen Amaya,SHOW,El Corral de Comedias,"Plaza de Cervantes, 15",7565,Alcalá de Henares,28801,Madrid,Consultar con el organizador,Desde 16€,20:30
,14/12/2018,Coro Lírico Miguel De Cervantes,MUSIC,CONVENTO DE MONJAS AGUSTINAS,"C/Gallo, 2",1119,Alcalá de Henares,28801,Madrid,Consultar con el organizador,A consultar,20:00
,14/12/2018,"""Ñam, Ñam Que Rica La Navidad""",CHILDREN_ACTIVITIES,Biblioteca Municipal José Saramago,"Av. de Covibar, 10",5580,Rivas-Vaciamadrid,28523,Madrid,Mayores de 3 años,,17:30
,14/12/2018,Todas Las Mujeres,THEATRE,Teatro Salón Cervantes,Calle de Cervantes,2297,Alcalá de Henares,28801,Madrid,Mayores de 16 años,Desde 8 €,20:00
,14/12/2018,"""Experimentado Texturas, Olores y Sabores de Cocina""",CHILDREN_ACTIVITIES,Centro Infantil Rayuela,"Plaza Ecópolis, 1",8418,Rivas-Vaciamadrid,28523,Madrid,Todos los publicos,8 €,17:00
,14/12/2018,Small Foot,OTHERS,Sala Covibar,"Av. de Covibar, 8",5551,Rivas-Vaciamadrid,28523,Madrid,Todos los publicos,,18:30 S y D 17:30
,14/12/2018,Eva Soriano,SHOW,Pause&Play Centro Comercial Quadernillos,"Avenida de Don Juan Tenorio, s/n",7928,Alcalá de Henares,28805,Madrid,Todos los publicos,,22:30
,14/12/2018,Cine Club,OTHERS,Biblioteca Municipal Cardenal Cisneros,"Plaza San Julián, 1",3150,Alcalá de Henares,28801,Madrid,Consultar con el organizador,A consultar,18:00
,14/12/2018,The Ópera Locos,SHOW,Teatro Auditorio Ciudad de Alcobendas,"C/ Blas Otero, 4",1567,Alcobendas,28100,Madrid,Mayores de 8 años,Desde 11 €,20:00 - 21:20
,14/12/2018,Don Juan Tenorio,THEATRE,Teatro Real Carlos III de Aranjuez,"Calle de San Antonio, 68",7986,"Cortijo De San Isidro, El",28300,Madrid,Todos los publicos,,20:30
,14/12/2018,IX Concurso De Fotografía Con Motivo Del XVII Aniversario De La Declaración De Aranjuez Como Paisaje Cultural De Patrimonio M,OTHERS,Centro Cultural Isabel de Farnesio,"Calle del Capitán Angosto Gómez Castrillón, 39",5627,"Cortijo De San Isidro, El",28300,Madrid,Consultar con el organizador,A consultar,A consultar
,14/12/2018,4º Concurso Navideño De Escapartes,OTHERS,Diversas Ubicaciones,Diversas Ubicaciones,2298,San Martin De La Vega,28330,Madrid,Consultar con el organizador,A consultar,A consultar
,14/12/2018,Intensivo De Rueda Cubana,WORKSHOP_COURSE,Pura Vida Lounge Bar,Calle Cabo de la Nao,3976,Arganda Del Rey,28500,Madrid,Consultar con el organizador,,21:30
,14/12/2018,Concierto de Villancicos,MUSIC,Iglesia San Sebastián,"Calle de la Solidaridad, 2",2798,Arganda Del Rey,28500,Madrid,Todos los publicos,Gratuito hasta completar aforo,19:30
,14/12/2018,Taller Práctico De Técnicas De Relajación,WORKSHOP_COURSE,"C/ Maestro Máximo Pizarro, 40,","C/ Maestro Máximo Pizarro, 40,",1865,Arganda Del Rey,28500,Madrid,Todos los publicos,Aportación 10 €,19:00 - 20:30
,15/12/2018,Flora te enseña a hacer flores,WORKSHOP_COURSE,Matadero Madrid,"Paseo de la Chopera, 10",2124,Madrid,28045,Madrid,Todos los publicos,,12:30
,15/12/2018,Perezosos - Tributo a Pereza,MUSIC,Sala Copérnico,"Calle de Fernández de los Ríos, 67",7206,Madrid,28015,Madrid,Consultar con el organizador,8€,21:00
,15/12/2018,Guacamayo Tropical,MUSIC,Sala Caracol,"Calle Bernardino Obregón, 18",9859,Madrid,28012,Madrid,Consultar con el organizador,Desde 12€,00:30
,15/12/2018,Showcooking de comida japonesa,OTHERS,Cocina La Navideña. Matadero Madrid,"Paseo de la Chopera, 10",7875,Madrid,28045,Madrid,Todos los publicos,,19:00
,15/12/2018,Rancho folclórico Maceira da Lixa,MUSIC,Escenario Plaza Matadero. Matadero Madrid,"Paseo de la Chopera, 10",9597,Madrid,28045,Madrid,Todos los publicos,,17:00
,15/12/2018,Trío Amarcord,MUSIC,Real Monasterio de la Encarnación,"Plaza de la Encarnación, 1",4561,Madrid,28013,Madrid,Todos los publicos,Gratuito,13:00
,15/12/2018,Andrés Sudón,MUSIC,Café Libertad 8,"C/ Libertad, 8",3613,Madrid,28004,Madrid,Todos los publicos,A Consultar,21:00
,15/12/2018,Navidad con Adib,MUSIC,Teatro Prosperidad,"Calle Mantuano, 29",4184,Madrid,28002,Madrid,Todos los publicos,Desde 15€,21:30
,15/12/2018,Muestra de Danza Flamenca y Villancicos,MUSIC,Centro Sociocultural Lavapiés,"Calle Olivar, 46",9880,Madrid,28012,Madrid,Todos los publicos,Gratuito,12:00
,15/12/2018,Casa de Muñecas,THEATRE,Teatro Karpas,"Calle de Santa Isabel, 19",7248,Madrid,28012,Madrid,Consultar con el organizador,13€,19:00
,15/12/2018,Navidad en la República Checa,WORKSHOP_COURSE,Caja Plaza Matadero. Matadero Madrid,"Paseo de la Chopera, 10",6400,Madrid,28045,Madrid,Todos los publicos,,18:30
,15/12/2018,Concierto de Leonoris Causa,MUSIC,CCIC La Tortuga Lavapiés,"Calle de la Espada, 6",254,Madrid,28012,Madrid,Todos los publicos,9€,21:30
,15/12/2018,Gala de Ballet Homenaje a Marius Petipa (1818-1910),SHOW,Teatros del Canal. Sala Roja,"Calle de Cea Bermúdez, 1",1471,Madrid,28003,Madrid,Todos los publicos,"Desde 15,50€",15 dic 20:30 // 16 dic 19:30
,15/12/2018,Chispas y Ritmos de un Huracán,CHILDREN_ACTIVITIES,Teatro Real,"Plaza de Isabel II, s/n",6393,Madrid,28013,Madrid,Todos los publicos,,12:00
,15/12/2018,Ultimate frisbee,SPORT,La Cancha. Matadero Madrid,"Paseo de la Chopera, 10",7753,Madrid,28045,Madrid,Todos los publicos,,16:00
,15/12/2018,Street Wings. Aires Celtas,SHOW,Teatro Real Carlos III de Aranjuez,"Calle de San Antonio, 68",9584,"Cortijo De San Isidro, El",28300,Madrid,Todos los publicos,Desde 14 €,21:00
,15/12/2018,El Último Tributo (Tributo a El Último de la Fila),MUSIC,Sala Mon Madrid,"Calle Hilarión Eslava, 36",4860,Madrid,28015,Madrid,Consultar con el organizador,Desde 16€,20:30
,15/12/2018,Una nueva Medina para Madrid,CHILDREN_ACTIVITIES,El Taller. Matadero Madrid,"Paseo de la Chopera, 10",5149,Madrid,28045,Madrid,Mayores de 6 años,,18:00
,15/12/2018,Las Musas de Goya: Visita Teatralizada para Familias,CHILDREN_ACTIVITIES,Ermita de San Antonio de la Florida,"Glorieta de San Antonio de la Florida, 5",1167,Madrid,28008,Madrid,Mayores de 6 años,Gratuito,11:00
,15/12/2018,"Chicago, Bienvenidxs a la Cárcel",MUSIC,Centro Sociocultural Lavapiés,"Calle Olivar, 46",9787,Madrid,28012,Madrid,Todos los publicos,Gratuito,19:00
,15/12/2018,Barbé,MUSIC,Barracudas Rock bar,"Calle de Brescia, 19",6035,Madrid,28028,Madrid,Consultar con el organizador,Desde 5€,21:00
,15/12/2018,"Visita explicada ""Faraón. Rey de Egipto""",GUIDED_VISIT,CaixaFórum Madrid,"Paseo del Prado, 36",612,Madrid,28014,Madrid,Todos los publicos,15 €,9:45 - 11:00
,15/12/2018,Danzas de Chile,SHOW,Nave de Terneras,"Paseo de la Chopera, 10",4357,Madrid,28045,Madrid,Todos los publicos,,12:30
,15/12/2018,Visita Guiada a la Ermita de San Antonio de la Florida. Español-Inglés,GUIDED_VISIT,Ermita de San Antonio de la Florida,"Glorieta de San Antonio de la Florida, 5",9950,Madrid,28008,Madrid,Mayores de 16 años,Gratuito,13:00
,15/12/2018,Guadalupe Plata,MUSIC,Ochoymedio Club (Sala But),"Calle Barceló, 11",7079,Madrid,28004,Madrid,Consultar con el organizador,14€,20:30
,15/12/2018,Reparto Obsesivo,OTHERS,Cineteca,"Plaza de Legazpi, 8",5344,Madrid,28045,Madrid,Consultar con el organizador,Gratuito,18:30
,15/12/2018,CantaJuego Madrid. Yo Tengo Derecho a Jugar,CHILDREN_ACTIVITIES,Palacio Municipal de Congresos,"AVENIDA CAPITAL DE ESPAÑA MADRID, 7",5281,Madrid,28042,Madrid,Todos los publicos,"Desde 15,80",S 12:00 16:30 y 19:30 // D 12:00 y 16:30
,15/12/2018,La Vida Breve,SHOW,Bululu,"Calle de Canarias, 16",375,Madrid,28045,Madrid,Consultar con el organizador,Anticipada 10€ // Taquilla 12€,21:00
,15/12/2018,Un lugar para la serpiente,CHILDREN_ACTIVITIES,Intermediae,"Paseo de la Chopera, 14",5433,Madrid,28045,Madrid,Mayores de 6 años,,11:00
,15/12/2018,Cantando a la Navidad,CHILDREN_ACTIVITIES,Plaza Andrés Segovia,Plaza Andrés Segovia,6237,Madrid,28006,Madrid,Todos los publicos,Gratuito,18:00
,15/12/2018,David Palomar,MUSIC,Fundación Casa Patas - Sala García Lorca,"Calle Cañizares, 10",4887,Madrid,28012,Madrid,Consultar con el organizador,,22:30
,15/12/2018,Miguel Campello,MUSIC,Sala la Riviera,"Paseo Bajo de la Virgen del Puerto, s/n",5526,Madrid,28005,Madrid,Todos los publicos,Desde 20 €,21:00
,15/12/2018,Julián Maeso,MUSIC,Sala El Sol,"Calle Jardines, 3",2966,Madrid,28013,Madrid,Consultar con el organizador,Anticipada 12€ // Taquilla 15€,21:30
,15/12/2018,Concierto Coral De Navidad En San Fermín De Los Navarros,MUSIC,Iglesia San Fermín de los Navarros,"Paseo de Eduardo Dato, 10",7855,Madrid,28010,Madrid,Todos los publicos,Gratuito,20:45
,15/12/2018,Cluedo 1910,THEATRE,La Caja del Terror,"Paseo de la Esperanza, 16",777,Madrid,28005,Madrid,Consultar con el organizador,20€,20:00 y 22:00
,15/12/2018,UPM. Concierto De Navidad,MUSIC,Auditorio Nacional de Música,"Príncipe de Vergara, 146",9520,Madrid,28002,Madrid,Todos los publicos,Desde 8 €,22:30
,15/12/2018,Saturnalia,OTHERS,Centro Cultural Carril del Conde,"Calle Carril del Conde, 57",5870,Madrid,28043,Madrid,Todos los publicos,Gratuito,11:00-21:00
,15/12/2018,Tributo ACDC,MUSIC,Centro Cultural Ciudad Pegaso,"Av. Séptima, 11",587,Madrid,28022,Madrid,Todos los publicos,Gratuito,19:00
,15/12/2018,Navidad: Ayer y Hoy,MUSIC,Sala de Exposiciones Fundación Canal de Isabel II,"Mateo Inurria, 2",4725,Madrid,28036,Madrid,Todos los publicos,,N/A
,15/12/2018,Orlis Pineda,MUSIC,Teatro del Barrio,"Calle Zurita, 20",2067,Madrid,28012,Madrid,Todos los publicos,10€,22:30
,15/12/2018,Limando + La Vallekana Soundsystem,MUSIC,Independance Club,"Calle de Atocha, 127",5758,Madrid,28012,Madrid,Todos los publicos,10€ anticipada,21:00
,15/12/2018,El Club de los Sábados. Emojinario,CHILDREN_ACTIVITIES,Museo ABC de Dibujo e Ilustración,"Amaniel, 29-31",2791,Madrid,28015,Madrid,Mayores de 6 años,,17:00 - 19:00
,15/12/2018,The Sugar Stones. Rock & Roll Club for Kids,MUSIC,Sala Clamores,"Calle Alburquerque, 14",6280,Madrid,28010,Madrid,Todos los publicos,6€ anticipada 8€ taquilla,18:00
,15/12/2018,Mousse de Blues,MUSIC,ThunderCat Club,"Calle de Campoamor, 11",3228,Madrid,28004,Madrid,Consultar con el organizador,6€,22:00
,15/12/2018,Bebecuentos con elena octava,CHILDREN_ACTIVITIES,Biblioteca Pública Municipal Iván de Vargas (Cen...,"Calle de San Justo, 5",6899,Madrid,28005,Madrid,Mayores de 1 años,Gratuito,12:00
,15/12/2018,Expogema 2018,FAIR_MARKET,ETSI Minas y Energía,"Calle de Ríos ROsas, 21",5011,Madrid,28003,Madrid,Todos los publicos,Gratuito,S 10:00-20:00 // D 10:00-19:00
,15/12/2018,And One. World Vibration Tour 2018 + Frozen Plasma,MUSIC,Sala Cool Stage,"Calle Isabel la Católica, 6",4157,Madrid,28013,Madrid,Todos los publicos,23€ (anticipada) 27€ (taquilla),19:45
,15/12/2018,The Hello Friends,MUSIC,Café Berlín,"Costanilla de los Ángeles, 20",5553,Madrid,28013,Madrid,Consultar con el organizador,Desde 10€,21:00
,15/12/2018,"El Cianuro, ¿Solo o con Leche?",THEATRE,Centro Cultural Buenavista,"Av. de los Toreros, 5",5294,Madrid,28028,Madrid,Mayores de 18 años,Gratuito,19:00
,15/12/2018,Música irlandesa,MUSIC,Escenario Plaza Matadero. Matadero Madrid,"Paseo de la Chopera, 10",9609,Madrid,28045,Madrid,Todos los publicos,,14:00
,15/12/2018,Los Tres Cerditos,CHILDREN_ACTIVITIES,Teatro Karpas,"Calle de Santa Isabel, 19",2565,Madrid,28012,Madrid,Todos los publicos,8€,12:00 y 17:00 // 30 dic sólo 17:00 // 5 ene sólo...
,15/12/2018,Les Panches Surfers + Crazy Stacey & The Customs,MUSIC,Wurlitzer Ballroom,"Calle de las Tres Cruces, 12",3397,Madrid,28013,Madrid,Consultar con el organizador,7€,22:00
,15/12/2018,¿Por qué no puedo olvidar a mi ex?,WORKSHOP_COURSE,Librería Mayo,"Paseo de la Esperanza, 19",9090,Madrid,28005,Madrid,Consultar con el organizador,Gratuito,19:00
,15/12/2018,¿Qué es la Felicidad? Performance teatral con jóvenes de etnia gitana,THEATRE,Nave de Terneras. Matadero Madrid,"Paseo de la Chopera, 10",5660,Madrid,28045,Madrid,Todos los publicos,,19:00
,15/12/2018,Familia,OTHERS,Cineteca,"Plaza de Legazpi, 8",829,Madrid,28045,Madrid,Consultar con el organizador,,15 dic 20:00 // 20 dic 18:00
,15/12/2018,Muerdo,MUSIC,Shoko Madrid,"Calle de Toledo, 86",6564,Madrid,28005,Madrid,Consultar con el organizador,15€,20:00
,15/12/2018,Coral Christmas,MUSIC,Sala Galileo Galilei,"Calle de Galileo, 100",735,Madrid,28015,Madrid,Todos los publicos,6€,12:00
,15/12/2018,Maddy Beyton,MUSIC,Fulanita de tal,"Calle de Regueros, 9",3381,Madrid,28004,Madrid,Consultar con el organizador,5€,21:00
,15/12/2018,Banda Sinfónica Complutense,MUSIC,Teatro Salón Cervantes,"Calle de Cervantes, 7",5630,Alcalá de Henares,28801,Madrid,Todos los publicos,Desde 6 €,20:00
,15/12/2018,Pixi Post y los Genios de Navidad,CHILDREN_ACTIVITIES,Centro Cultural Buero Vallejo,"Calle Boltaña, 27",4701,Madrid,28022,Madrid,Todos los publicos,Gratuito,12:00
,15/12/2018,Cocina tunecina,OTHERS,Cocina La Navideña. Matadero Madrid,"Paseo de la Chopera, 10",3363,Madrid,28045,Madrid,Todos los publicos,,15:00
,15/12/2018,La Magia de Mis Juguetes,CHILDREN_ACTIVITIES,Teatro Nueve Norte,"Calle del Norte, 9",2511,Madrid,28015,Madrid,Mayores de 2 años,Desde 8€,J y V 17:00 // S y D 12:30
,15/12/2018,Mercado del Juguete,FAIR_MARKET,Centro Comercial Plaza Aluche,"Av. de los Poblados, 58",2267,Madrid,28044,Madrid,Todos los publicos,Gratuito,10:00-14:30
,15/12/2018,Twanguero. Electric Sunset Tour,MUSIC,The Green Irish Pub,"Plaza Santos Niños, 3",4872,Alcalá de Henares,28801,Madrid,Mayores de 18 años,,21:00 - 01:00
,15/12/2018,Helena (Compañía De Teatro De Cámara De Madrid),THEATRE,Centro Juvenil El Sitio de mi Recreo,"Calle de la Sierra del Torcal, 12",3600,Madrid,28031,Madrid,Todos los publicos,Gratuito,18:00
,15/12/2018,Cascanueces,SHOW,Teatro Tomas Y Valiente,"Calle de Leganés, 51",7270,Fuenlabrada,28945,Madrid,Mayores de 4 años,"3,90 €","S 20:00, D 12:00"
,15/12/2018,Hoguera De Santa Lucía,OTHERS,Frente a la Ermita de Santa Lucía,"Calle Tercia, 6C",1935,Alcalá de Henares,28801,Madrid,Consultar con el organizador,A consultar,18:30
,15/12/2018,Sr. Cuen,MUSIC,Sala Búho Real,"Calle de Regueros, 5",1200,Madrid,28004,Madrid,Consultar con el organizador,Gratuito,23:00
,15/12/2018,Gran Gala Navideña de Magia,SHOW,Centro de Arte Alcobendas-Auditorio Paco de Lucía,"C/ Mariano Sebastián Izuel, 9",7264,Alcobendas,28100,Madrid,Todos los publicos,6 €,18:00
,15/12/2018,La Rueda,MUSIC,Sala Clamores,"Calle de Alburquerque, 14",4799,Madrid,28010,Madrid,Todos los publicos,8€ anticipada / 12€ taquilla,23:00
,15/12/2018,Long Black Road,MUSIC,ThunderCat Club,"Calle de Campoamor, 11",595,Madrid,28004,Madrid,Consultar con el organizador,Gratuito,00:30
,15/12/2018,Mestiza,THEATRE,Centro Cultural Isabel de Farnesio,"Calle del Capitán Angosto Gómez Castrillón, 39",917,"Cortijo De San Isidro, El",28300,Madrid,Mayores de 18 años,A consultar,20:00
,15/12/2018,Entender la Historia con Cristóbal Colón,CONGRESS_CONFERENCE,Club Alpino Español,"Calle Mayor, 6",7980,Madrid,28013,Madrid,Consultar con el organizador,12€,19:00 - 20:30
,15/12/2018,Concierto de Villancicos,MUSIC,Iglesia San Juan Bautista,Plaza de la Constitución,2191,Arganda Del Rey,28500,Madrid,Todos los publicos,Gratuito hasta completar aforo,20:00
,15/12/2018,Taller: Autoconocimiento con las Leyes del Espejo,WORKSHOP_COURSE,Club Alpino Español,"Calle Mayor, 6",8513,Madrid,28013,Madrid,Consultar con el organizador,15€,12:30-14:30
,15/12/2018,Orquesta Ciudad Lineal,MUSIC,Centro Cultural San Juan Bautista,"Calle San Nemesio, 4",8627,Madrid,28043,Madrid,Todos los publicos,Gratuito,19:00
,15/12/2018,Cuentacuentos gitano,CHILDREN_ACTIVITIES,Plató Cineteca. Matadero Madrid,"Paseo de la Chopera, 10",7596,Madrid,28045,Madrid,Todos los publicos,,17:30
,15/12/2018,"DENOM. ""Lo Mío No Es Normal"" By Fundación Pegasus + Cesar Novero",MUSIC,Café Teatro Casablanca,"Calle Santo Tomás, 5",8004,Arganda Del Rey,28500,Madrid,Consultar con el organizador,General 12 €. Meet and Greet 25 €,20:00
,15/12/2018,Mercado Hola!Vide - Edición Navidad,FAIR_MARKET,Plaza de Olavide,Plaza de Olavide,2100,Madrid,28010,Madrid,Todos los publicos,Gratuito,10:00-18:00
,15/12/2018,Soundtrack - Chaplin y la CIudad: Modern Times. Con Luca Frasca y Coke Santos,MUSIC,Café Berlín,"Costanilla de los Ángeles, 20",7112,Madrid,28013,Madrid,Consultar con el organizador,8€,19:00
